,id,zipcode,condition,price,region_price_median,recommendation
78,4058801702,98178,3,800000.0,278277.0,Not Buy
79,9368700006,98178,3,375000.0,278277.0,Not Buy
80,1180008315,98178,5,212000.0,278277.0,Buy
81,3810000480,98178,5,350000.0,278277.0,Not Buy
82,4327600010,98178,3,336000.0,278277.0,Not Buy
83,3878900185,98178,3,303100.0,278277.0,Not Buy
84,8069000216,98178,5,356200.0,278277.0,Not Buy
85,7657000225,98178,3,205000.0,278277.0,Buy
86,4058200630,98178,4,353000.0,278277.0,Not Buy
87,7130300170,98178,4,552000.0,278277.0,Not Buy
88,6706200130,98178,3,343000.0,278277.0,Not Buy
89,1823059106,98178,3,288250.0,278277.0,Not Buy
90,3352400330,98178,3,216000.0,278277.0,Buy
91,3810000455,98178,3,340000.0,278277.0,Not Buy
92,4136800205,98178,3,258000.0,278277.0,Buy
93,4058200985,98178,4,472000.0,278277.0,Not Buy
94,7812800865,98178,3,170000.0,278277.0,Buy
95,7657600195,98178,3,199950.0,278277.0,Buy
96,1180000625,98178,3,315000.0,278277.0,Not Buy
97,7812801115,98178,3,153000.0,278277.0,Buy
98,9282800065,98178,3,203000.0,278277.0,Buy
99,3348401095,98178,3,210000.0,278277.0,Buy
100,3878900815,98178,3,361000.0,278277.0,Not Buy
101,8068000730,98178,5,315000.0,278277.0,Not Buy
102,9218400088,98178,3,495000.0,278277.0,Not Buy
103,2144800615,98178,3,190000.0,278277.0,Buy
104,2520900301,98178,3,239300.0,278277.0,Buy
105,2172000846,98178,3,248000.0,278277.0,Buy
106,7657600025,98178,3,289900.0,278277.0,Not Buy
107,7812800515,98178,3,159075.0,278277.0,Buy
108,7689600650,98178,3,323500.0,278277.0,Not Buy
109,4058801225,98178,4,350000.0,278277.0,Not Buy
110,3352400325,98178,3,225000.0,278277.0,Buy
111,1180007005,98178,4,265950.0,278277.0,Buy
112,372000040,98178,3,304000.0,278277.0,Not Buy
113,3878900395,98178,3,323000.0,278277.0,Not Buy
114,179001425,98178,3,230000.0,278277.0,Buy
115,4058801065,98178,5,272000.0,278277.0,Buy
116,2976800115,98178,3,349170.0,278277.0,Not Buy
117,7812800775,98178,3,264250.0,278277.0,Buy
118,4059400265,98178,4,339950.0,278277.0,Not Buy
119,7390400026,98178,3,315000.0,278277.0,Not Buy
120,2144800117,98178,3,270000.0,278277.0,Buy
121,4058801230,98178,3,256000.0,278277.0,Buy
122,1123049129,98178,3,284200.0,278277.0,Not Buy
123,7812801925,98178,4,230000.0,278277.0,Buy
124,5476800069,98178,3,292050.0,278277.0,Not Buy
125,4440400125,98178,3,228000.0,278277.0,Buy
126,9282800075,98178,4,339000.0,278277.0,Not Buy
127,1180002075,98178,3,235000.0,278277.0,Buy
128,3878900270,98178,4,466000.0,278277.0,Not Buy
129,179000505,98178,3,257000.0,278277.0,Buy
130,7812800681,98178,4,166000.0,278277.0,Buy
131,1180000885,98178,4,340500.0,278277.0,Not Buy
132,1180002735,98178,4,269000.0,278277.0,Buy
133,2976800700,98178,5,301350.0,278277.0,Not Buy
134,179000240,98178,3,290500.0,278277.0,Not Buy
135,2045400075,98178,3,415000.0,278277.0,Not Buy
136,4279900140,98178,5,251000.0,278277.0,Buy
137,7390400069,98178,3,450000.0,278277.0,Not Buy
138,3348401382,98178,5,318000.0,278277.0,Not Buy
139,3352401090,98178,3,238950.0,278277.0,Buy
140,9368700270,98178,3,137900.0,278277.0,Buy
141,2144800311,98178,3,315000.0,278277.0,Not Buy
142,1180002470,98178,3,354000.0,278277.0,Not Buy
143,6002400030,98178,3,324950.0,278277.0,Not Buy
144,7567600030,98178,4,750000.0,278277.0,Not Buy
145,3352402272,98178,4,230000.0,278277.0,Buy
146,4058802255,98178,3,219950.0,278277.0,Buy
147,4058800875,98178,4,343500.0,278277.0,Not Buy
148,1180003435,98178,3,275000.0,278277.0,Buy
149,3878900681,98178,3,272000.0,278277.0,Buy
150,4058800135,98178,3,419000.0,278277.0,Not Buy
151,393000311,98178,3,286300.0,278277.0,Not Buy
152,2172000570,98178,4,317000.0,278277.0,Not Buy
153,182000350,98178,4,287500.0,278277.0,Not Buy
154,7812801125,98178,3,222900.0,278277.0,Buy
155,1180007375,98178,3,625000.0,278277.0,Not Buy
156,7689600360,98178,3,215000.0,278277.0,Buy
157,7192200040,98178,3,280000.0,278277.0,Not Buy
158,7657000085,98178,3,218000.0,278277.0,Buy
159,2988800065,98178,3,281000.0,278277.0,Not Buy
160,1262700040,98178,5,363500.0,278277.0,Not Buy
161,7812800155,98178,2,170000.0,278277.0,Buy
162,7689600330,98178,3,207000.0,278277.0,Buy
163,4058801325,98178,5,319950.0,278277.0,Not Buy
164,3352400905,98178,3,245000.0,278277.0,Buy
165,393000385,98178,3,255000.0,278277.0,Buy
166,393000142,98178,3,372000.0,278277.0,Not Buy
167,4058802300,98178,3,300000.0,278277.0,Not Buy
168,2976800749,98178,3,150000.0,278277.0,Buy
169,2172000035,98178,3,190000.0,278277.0,Buy
170,1423049029,98178,3,265000.0,278277.0,Buy
171,4058801575,98178,3,415000.0,278277.0,Not Buy
172,3348401490,98178,3,265000.0,278277.0,Buy
173,7812800995,98178,3,200000.0,278277.0,Buy
174,4059400515,98178,3,229950.0,278277.0,Buy
175,1180003175,98178,3,229950.0,278277.0,Buy
176,4058800925,98178,3,452100.0,278277.0,Not Buy
177,3348401622,98178,5,223000.0,278277.0,Buy
178,4058200040,98178,3,361000.0,278277.0,Not Buy
179,2976800145,98178,3,260000.0,278277.0,Buy
180,2976800360,98178,3,335750.0,278277.0,Not Buy
181,7129300175,98178,4,406000.0,278277.0,Not Buy
182,179001046,98178,3,229000.0,278277.0,Buy
183,5476800201,98178,4,295000.0,278277.0,Not Buy
184,1180005280,98178,4,239950.0,278277.0,Buy
185,7812801590,98178,3,219900.0,278277.0,Buy
186,4058800500,98178,3,416100.0,278277.0,Not Buy
187,3352400351,98178,4,200000.0,278277.0,Buy
188,7812801850,98178,3,194000.0,278277.0,Buy
189,179001101,98178,3,135000.0,278277.0,Buy
190,7961500010,98178,3,245000.0,278277.0,Buy
191,7961500010,98178,3,520000.0,278277.0,Not Buy
192,2172000894,98178,3,225000.0,278277.0,Buy
193,1123049027,98178,3,157500.0,278277.0,Buy
194,9218400050,98178,4,475000.0,278277.0,Not Buy
195,3878900525,98178,3,329000.0,278277.0,Not Buy
196,3347400525,98178,3,147000.0,278277.0,Buy
197,1180005220,98178,4,225000.0,278277.0,Buy
198,8073000585,98178,3,840500.0,278277.0,Not Buy
199,4060000020,98178,3,299980.0,278277.0,Not Buy
200,2172000285,98178,3,254500.0,278277.0,Buy
201,7657600005,98178,4,249950.0,278277.0,Buy
202,8073000491,98178,3,700000.0,278277.0,Not Buy
203,1180008370,98178,3,415000.0,278277.0,Not Buy
204,3878900225,98178,3,345000.0,278277.0,Not Buy
205,8068000440,98178,5,399000.0,278277.0,Not Buy
206,1223049150,98178,3,325000.0,278277.0,Not Buy
207,1180002580,98178,2,180000.0,278277.0,Buy
208,723059073,98178,3,329950.0,278277.0,Not Buy
209,4059400585,98178,4,218000.0,278277.0,Buy
210,4058802335,98178,3,326000.0,278277.0,Not Buy
211,2045800006,98178,5,439000.0,278277.0,Not Buy
212,2171400199,98178,3,277554.0,278277.0,Buy
213,7689600630,98178,4,216500.0,278277.0,Buy
214,4059400190,98178,4,225000.0,278277.0,Buy
215,8073000480,98178,3,869000.0,278277.0,Not Buy
216,7812801700,98178,3,227000.0,278277.0,Buy
217,4060000290,98178,5,253000.0,278277.0,Buy
218,4060000170,98178,3,255000.0,278277.0,Buy
219,1123049126,98178,3,227000.0,278277.0,Buy
220,3352401476,98178,3,199988.0,278277.0,Buy
221,4058801680,98178,3,300000.0,278277.0,Not Buy
222,7129300500,98178,3,315000.0,278277.0,Not Buy
223,1180005050,98178,3,463000.0,278277.0,Not Buy
224,3347401315,98178,4,220000.0,278277.0,Buy
225,1180002745,98178,3,285000.0,278277.0,Not Buy
226,3151600035,98178,3,261590.0,278277.0,Buy
227,1423049019,98178,3,90000.0,278277.0,Buy
228,1423049019,98178,3,220000.0,278277.0,Buy
229,7812800855,98178,3,159100.0,278277.0,Buy
230,4058800215,98178,3,430000.0,278277.0,Not Buy
231,3810000843,98178,4,345000.0,278277.0,Not Buy
232,7812500180,98178,3,292000.0,278277.0,Not Buy
233,1180008355,98178,5,380000.0,278277.0,Not Buy
234,7812800215,98178,3,235000.0,278277.0,Buy
235,7657000210,98178,5,280000.0,278277.0,Not Buy
236,7657000540,98178,3,165000.0,278277.0,Buy
237,7657000540,98178,3,260000.0,278277.0,Buy
238,4058801780,98178,3,465000.0,278277.0,Not Buy
239,9282801450,98178,3,361000.0,278277.0,Not Buy
240,7689600215,98178,3,202500.0,278277.0,Buy
241,4058800930,98178,3,385000.0,278277.0,Not Buy
242,1823059223,98178,3,291000.0,278277.0,Not Buy
243,3352400661,98178,3,135900.0,278277.0,Buy
244,2988800011,98178,3,244000.0,278277.0,Buy
245,2144800146,98178,5,257500.0,278277.0,Buy
246,4440400155,98178,3,190000.0,278277.0,Buy
247,7812801785,98178,3,221347.0,278277.0,Buy
248,3352401037,98178,3,224000.0,278277.0,Buy
249,4058200915,98178,3,324950.0,278277.0,Not Buy
250,7878400043,98178,3,185000.0,278277.0,Buy
251,9282801030,98178,3,440000.0,278277.0,Not Buy
252,3878900464,98178,3,229500.0,278277.0,Buy
253,3379200100,98178,4,334000.0,278277.0,Not Buy
254,1180000830,98178,3,460000.0,278277.0,Not Buy
255,2172000890,98178,3,385000.0,278277.0,Not Buy
256,1123049232,98178,3,279000.0,278277.0,Not Buy
257,179001455,98178,3,445000.0,278277.0,Not Buy
258,7813500040,98178,3,335000.0,278277.0,Not Buy
259,4058800439,98178,3,664950.0,278277.0,Not Buy
260,4140940130,98178,3,450000.0,278277.0,Not Buy
261,4140940150,98178,3,572000.0,278277.0,Not Buy
262,6414100192,98125,3,538000.0,425000.0,Not Buy
263,8820901275,98125,5,571000.0,425000.0,Not Buy
264,1133000671,98125,3,315000.0,425000.0,Buy
265,3992700335,98125,3,382500.0,425000.0,Buy
266,6414100671,98125,3,425000.0,425000.0,Not Buy
267,9423400140,98125,3,450000.0,425000.0,Not Buy
268,8820902200,98125,3,1199000.0,425000.0,Not Buy
269,6381500700,98125,3,365000.0,425000.0,Buy
270,2826049234,98125,3,425000.0,425000.0,Not Buy
271,6798100662,98125,3,312000.0,425000.0,Buy
272,8820903380,98125,3,452000.0,425000.0,Not Buy
273,8820903380,98125,3,730000.0,425000.0,Not Buy
274,8820901670,98125,3,971000.0,425000.0,Not Buy
275,9455200445,98125,3,601000.0,425000.0,Not Buy
276,1455100116,98125,4,397500.0,425000.0,Buy
277,1455600030,98125,3,645000.0,425000.0,Not Buy
278,2826049282,98125,3,530000.0,425000.0,Not Buy
279,6414100560,98125,3,475000.0,425000.0,Not Buy
280,9421500070,98125,3,528000.0,425000.0,Not Buy
281,5144000036,98125,3,360000.0,425000.0,Buy
282,751000060,98125,4,353000.0,425000.0,Buy
283,4427100030,98125,3,332500.0,425000.0,Buy
284,9455200570,98125,3,632000.0,425000.0,Not Buy
285,1453600202,98125,3,520000.0,425000.0,Not Buy
286,6370000070,98125,4,359000.0,425000.0,Buy
287,5418200295,98125,4,549500.0,425000.0,Not Buy
288,8902500118,98125,3,326000.0,425000.0,Buy
289,6381500505,98125,3,400000.0,425000.0,Buy
290,2126049032,98125,5,375000.0,425000.0,Buy
291,8822901200,98125,3,430000.0,425000.0,Not Buy
292,3226049117,98125,4,387500.0,425000.0,Buy
293,4073800140,98125,3,429000.0,425000.0,Not Buy
294,6632300478,98125,4,400000.0,425000.0,Buy
295,2239800070,98125,3,417000.0,425000.0,Buy
296,3448000270,98125,3,398500.0,425000.0,Buy
297,2568300132,98125,5,521000.0,425000.0,Not Buy
298,6414100111,98125,3,365000.0,425000.0,Buy
299,6798100070,98125,3,467000.0,425000.0,Not Buy
300,4427100105,98125,5,398000.0,425000.0,Buy
301,8901000445,98125,3,390000.0,425000.0,Buy
302,8902000267,98125,3,500000.0,425000.0,Not Buy
303,9423400193,98125,3,473000.0,425000.0,Not Buy
304,6413100270,98125,3,490000.0,425000.0,Not Buy
305,5101406441,98125,3,490000.0,425000.0,Not Buy
306,3992700036,98125,3,415000.0,425000.0,Buy
307,1454100267,98125,3,430000.0,425000.0,Not Buy
308,1455600015,98125,5,760000.0,425000.0,Not Buy
309,9324800110,98125,5,420000.0,425000.0,Buy
310,3834000805,98125,3,350000.0,425000.0,Buy
311,6381501636,98125,4,320000.0,425000.0,Buy
312,8901001185,98125,3,505000.0,425000.0,Not Buy
313,2826049165,98125,3,517000.0,425000.0,Not Buy
314,1454600038,98125,3,985000.0,425000.0,Not Buy
315,6381500690,98125,5,427500.0,425000.0,Not Buy
316,2926049382,98125,3,650000.0,425000.0,Not Buy
317,7663700792,98125,3,228000.0,425000.0,Buy
318,8820902540,98125,4,425000.0,425000.0,Not Buy
319,7663700261,98125,4,395000.0,425000.0,Buy
320,5418200245,98125,3,781000.0,425000.0,Not Buy
321,1160000115,98125,3,401000.0,425000.0,Buy
322,6161000015,98125,3,349950.0,425000.0,Buy
323,8901500178,98125,3,700000.0,425000.0,Not Buy
324,8901001335,98125,3,637000.0,425000.0,Not Buy
325,6855700115,98125,4,357250.0,425000.0,Buy
326,1453602309,98125,3,288000.0,425000.0,Buy
327,2026049125,98125,3,310000.0,425000.0,Buy
328,1787600164,98125,4,310000.0,425000.0,Buy
329,2568800121,98125,4,512500.0,425000.0,Not Buy
330,3992700265,98125,4,385100.0,425000.0,Buy
331,6413600123,98125,3,455000.0,425000.0,Not Buy
332,9259900025,98125,5,430000.0,425000.0,Not Buy
333,4077800017,98125,4,775000.0,425000.0,Not Buy
334,5101406489,98125,4,432000.0,425000.0,Not Buy
335,1133000542,98125,3,425000.0,425000.0,Not Buy
336,8902000407,98125,4,480000.0,425000.0,Not Buy
337,5101407370,98125,3,458000.0,425000.0,Not Buy
338,1787600252,98125,3,282000.0,425000.0,Buy
339,3834500195,98125,3,527000.0,425000.0,Not Buy
340,2926049449,98125,3,384400.0,425000.0,Buy
341,5101408593,98125,3,534950.0,425000.0,Not Buy
342,8902000068,98125,3,430000.0,425000.0,Not Buy
343,1454600266,98125,3,925000.0,425000.0,Not Buy
344,1454100056,98125,5,355000.0,425000.0,Buy
345,7663700654,98125,3,450000.0,425000.0,Not Buy
346,3226049184,98125,3,325000.0,425000.0,Buy
347,6414100721,98125,3,407500.0,425000.0,Buy
348,6798100652,98125,3,316750.0,425000.0,Buy
349,1133000100,98125,4,540000.0,425000.0,Not Buy
350,7663700551,98125,4,336000.0,425000.0,Buy
351,6414100025,98125,3,538000.0,425000.0,Not Buy
352,5101407305,98125,3,319000.0,425000.0,Buy
353,8820902905,98125,3,375000.0,425000.0,Buy
354,5272200005,98125,3,175000.0,425000.0,Buy
355,8820900299,98125,3,419950.0,425000.0,Buy
356,6413600275,98125,5,446000.0,425000.0,Not Buy
357,3834500417,98125,3,469950.0,425000.0,Not Buy
358,3992700130,98125,3,267000.0,425000.0,Buy
359,2926049400,98125,3,500000.0,425000.0,Not Buy
360,1787600224,98125,3,390000.0,425000.0,Buy
361,7663700759,98125,3,368000.0,425000.0,Buy
362,6855700080,98125,3,294950.0,425000.0,Buy
363,1837000010,98125,3,404000.0,425000.0,Buy
364,4077800029,98125,3,630000.0,425000.0,Not Buy
365,8058500005,98125,3,290000.0,425000.0,Buy
366,4078300050,98125,5,780000.0,425000.0,Not Buy
367,6381500635,98125,3,342000.0,425000.0,Buy
368,1787600094,98125,3,285000.0,425000.0,Buy
369,2726049169,98125,3,625000.0,425000.0,Not Buy
370,6632300161,98125,3,422000.0,425000.0,Buy
371,2726049071,98125,3,510000.0,425000.0,Not Buy
372,2726049071,98125,3,489950.0,425000.0,Not Buy
373,1453602360,98125,3,1000000.0,425000.0,Not Buy
374,4077800094,98125,3,675000.0,425000.0,Not Buy
375,6381500170,98125,3,235000.0,425000.0,Buy
376,6381500170,98125,3,365000.0,425000.0,Buy
377,2926049408,98125,3,400000.0,425000.0,Buy
378,6381502155,98125,3,300000.0,425000.0,Buy
379,8820900670,98125,4,399950.0,425000.0,Buy
380,3935900005,98125,5,1039000.0,425000.0,Not Buy
381,6412600005,98125,3,375000.0,425000.0,Buy
382,1566100010,98125,3,470000.0,425000.0,Not Buy
383,1133000050,98125,3,362000.0,425000.0,Buy
384,9421500010,98125,3,442500.0,425000.0,Not Buy
385,6413600151,98125,3,460000.0,425000.0,Not Buy
386,8901000911,98125,3,425000.0,425000.0,Not Buy
387,6413100122,98125,3,369950.0,425000.0,Buy
388,7715600050,98125,4,385000.0,425000.0,Buy
389,9259900010,98125,3,466750.0,425000.0,Not Buy
390,1454100005,98125,3,350000.0,425000.0,Buy
391,1454100480,98125,4,378500.0,425000.0,Buy
392,4427100095,98125,3,360000.0,425000.0,Buy
393,4354700010,98125,4,482500.0,425000.0,Not Buy
394,6868200029,98125,3,467500.0,425000.0,Not Buy
395,8901000143,98125,5,500000.0,425000.0,Not Buy
396,5101407250,98125,3,630000.0,425000.0,Not Buy
397,3992700585,98125,4,445500.0,425000.0,Not Buy
398,7156200005,98125,3,575000.0,425000.0,Not Buy
399,6632300567,98125,3,597000.0,425000.0,Not Buy
400,1133000144,98125,3,614905.0,425000.0,Not Buy
401,9324800180,98125,3,403250.0,425000.0,Buy
402,4077800412,98125,3,563000.0,425000.0,Not Buy
403,4427100025,98125,5,270000.0,425000.0,Buy
404,2926049221,98125,3,445800.0,425000.0,Not Buy
405,4077800026,98125,5,715000.0,425000.0,Not Buy
406,9324800450,98125,3,560000.0,425000.0,Not Buy
407,6381500065,98125,5,376500.0,425000.0,Buy
408,6413100090,98125,4,458000.0,425000.0,Not Buy
409,8820901415,98125,3,400000.0,425000.0,Buy
410,2568300266,98125,5,659000.0,425000.0,Not Buy
411,1454100650,98125,3,942000.0,425000.0,Not Buy
412,3448000410,98125,3,354901.0,425000.0,Buy
413,5101405465,98125,4,463000.0,425000.0,Not Buy
414,5101405331,98125,3,495000.0,425000.0,Not Buy
415,2044500142,98125,3,420000.0,425000.0,Buy
416,2126049096,98125,3,399000.0,425000.0,Buy
417,9455200596,98125,3,357500.0,425000.0,Buy
418,9455200205,98125,3,525000.0,425000.0,Not Buy
419,3448001285,98125,5,442500.0,425000.0,Not Buy
420,3935900093,98125,3,688000.0,425000.0,Not Buy
421,2026049067,98125,4,480000.0,425000.0,Not Buy
422,5272200040,98125,4,375000.0,425000.0,Buy
423,1453602284,98125,3,296000.0,425000.0,Buy
424,2026049097,98125,3,431750.0,425000.0,Not Buy
425,6412100092,98125,3,362500.0,425000.0,Buy
426,2044500201,98125,4,435000.0,425000.0,Not Buy
427,9455200790,98125,4,445000.0,425000.0,Not Buy
428,6632300230,98125,3,377500.0,425000.0,Buy
429,9324800650,98125,4,587450.0,425000.0,Not Buy
430,2744600040,98125,3,330000.0,425000.0,Buy
431,5101405604,98125,3,350000.0,425000.0,Buy
432,5101405604,98125,3,395000.0,425000.0,Buy
433,8822901301,98125,3,281000.0,425000.0,Buy
434,4077800590,98125,5,635000.0,425000.0,Not Buy
435,4077800088,98125,5,699950.0,425000.0,Not Buy
436,5101405340,98125,5,460000.0,425000.0,Not Buy
437,3992700775,98125,4,410000.0,425000.0,Buy
438,8820903080,98125,3,455000.0,425000.0,Not Buy
439,9324800455,98125,3,436000.0,425000.0,Not Buy
440,7352200100,98125,3,1360000.0,425000.0,Not Buy
441,1454600156,98125,4,860000.0,425000.0,Not Buy
442,7352200025,98125,4,1190000.0,425000.0,Not Buy
443,6415100410,98125,3,440000.0,425000.0,Not Buy
444,2826049023,98125,3,440000.0,425000.0,Not Buy
445,8820903555,98125,4,467500.0,425000.0,Not Buy
446,4077800518,98125,3,371000.0,425000.0,Buy
447,6381500035,98125,3,385000.0,425000.0,Buy
448,6632300040,98125,3,327000.0,425000.0,Buy
449,3834000720,98125,3,390000.0,425000.0,Buy
450,3822200164,98125,3,423500.0,425000.0,Buy
451,2126049154,98125,3,435000.0,425000.0,Not Buy
452,2832100910,98125,3,435000.0,425000.0,Not Buy
453,1160000300,98125,3,453000.0,425000.0,Not Buy
454,1787600165,98125,3,396500.0,425000.0,Buy
455,5101406384,98125,4,574500.0,425000.0,Not Buy
456,3834000400,98125,3,415000.0,425000.0,Buy
457,1454100260,98125,3,357000.0,425000.0,Buy
458,2568300045,98125,2,305000.0,425000.0,Buy
459,2568300045,98125,2,649950.0,425000.0,Not Buy
460,5667100045,98125,5,453500.0,425000.0,Not Buy
461,8901001090,98125,3,525000.0,425000.0,Not Buy
462,6413100311,98125,5,390000.0,425000.0,Buy
463,3822200105,98125,3,380000.0,425000.0,Buy
464,2126049083,98125,3,324500.0,425000.0,Buy
465,4426600125,98125,3,279000.0,425000.0,Buy
466,6868200060,98125,3,565000.0,425000.0,Not Buy
467,820000012,98125,3,401000.0,425000.0,Buy
468,2126049277,98125,3,500000.0,425000.0,Not Buy
469,7663700783,98125,4,369500.0,425000.0,Buy
470,4073200575,98125,4,460000.0,425000.0,Not Buy
471,1133000036,98125,3,410000.0,425000.0,Buy
472,6413600192,98125,3,325000.0,425000.0,Buy
473,7715600070,98125,3,385000.0,425000.0,Buy
474,3226049045,98125,3,350000.0,425000.0,Buy
475,2568800160,98125,3,433000.0,425000.0,Not Buy
476,6411600370,98125,3,475000.0,425000.0,Not Buy
477,1453602065,98125,4,442500.0,425000.0,Not Buy
478,1454600116,98125,3,740000.0,425000.0,Not Buy
479,2044500152,98125,4,455000.0,425000.0,Not Buy
480,6414100732,98125,3,349000.0,425000.0,Buy
481,7434500127,98125,3,527000.0,425000.0,Not Buy
482,5101408599,98125,3,465000.0,425000.0,Not Buy
483,8901001290,98125,3,477000.0,425000.0,Not Buy
484,3448002180,98125,3,674000.0,425000.0,Not Buy
485,3992700070,98125,3,450000.0,425000.0,Not Buy
486,2126049290,98125,3,522500.0,425000.0,Not Buy
487,4077800376,98125,3,600000.0,425000.0,Not Buy
488,8820902400,98125,3,498000.0,425000.0,Not Buy
489,1560100135,98125,3,285000.0,425000.0,Buy
490,2826049200,98125,3,451000.0,425000.0,Not Buy
491,4375700055,98125,5,500000.0,425000.0,Not Buy
492,8901001170,98125,4,458000.0,425000.0,Not Buy
493,1453600681,98125,3,328500.0,425000.0,Buy
494,4077800247,98125,3,429950.0,425000.0,Not Buy
495,9421500160,98125,3,495000.0,425000.0,Not Buy
496,3834000004,98125,3,350000.0,425000.0,Buy
497,4078300024,98125,3,590000.0,425000.0,Not Buy
498,2826049117,98125,4,438750.0,425000.0,Not Buy
499,3834000520,98125,3,275000.0,425000.0,Buy
500,3992700326,98125,4,380000.0,425000.0,Buy
501,5272200045,98125,3,378000.0,425000.0,Buy
502,3448002267,98125,4,385000.0,425000.0,Buy
503,3822200036,98125,3,257500.0,425000.0,Buy
504,2832100270,98125,3,306888.0,425000.0,Buy
505,3935900030,98125,3,775000.0,425000.0,Not Buy
506,1455600045,98125,4,687500.0,425000.0,Not Buy
507,3935900350,98125,5,490000.0,425000.0,Not Buy
508,5418200340,98125,4,650000.0,425000.0,Not Buy
509,3935900232,98125,2,207000.0,425000.0,Buy
510,3935900232,98125,2,237000.0,425000.0,Buy
511,2826049070,98125,3,595000.0,425000.0,Not Buy
512,2568300210,98125,4,585000.0,425000.0,Not Buy
513,1454600256,98125,3,710000.0,425000.0,Not Buy
514,7663700772,98125,4,370000.0,425000.0,Buy
515,8820902700,98125,3,456200.0,425000.0,Not Buy
